No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info
467;斯科蒂-汤普森;Scottie Thompson;2;1;7;83;73;79;65;68;64;70;67;71;77;64;76;67;72;30;0;0;0;0;0;0;0;5001;0
468;卢卡-塞韦里;Luca Severini;5;0;7;73;80;64;73;76;74;66;52;79;64;72;76;69;72;27;0;0;0;0;0;0;0;5001;卢卡-塞维里尼（Luca Severini），1996年6月20日出生于洛雷托，是一名篮球运动员。他的身高为 6 英尺 8 英寸 (2m04 / 6-8)。他是一名中锋，最近为意大利队效力。
469;希鲁姆-哈里斯;Hyrum Harris;3;0;7;69;73;76;76;76;60;71;65;74;74;71;74;68;72;27;0;0;0;0;0;0;0;5001;0
470;博里沙-西马尼奇;Borisa Simanic;4;0;7;75;80;62;61;68;70;74;68;78;63;66;72;70;71;25;0;0;0;0;0;0;0;5001;博里沙-西马尼奇（塞尔维亚西里尔文：Бориша Симанић，1998 年 3 月 20 日出生）是一名塞尔维亚职业篮球运动员，曾效力于西班牙 ACB 甲级联赛萨拉戈萨队。他还代表塞尔维亚国家队参加国际比赛。
471;邓-阿库斯;Deng Acuoth;5;0;7;66;75;69;61;65;80;77;54;73;71;66;70;72;71;26;0;0;0;0;0;0;0;5001;2023 年 1 月，阿库斯加盟非洲篮球联赛（BAL）卫冕冠军 US Monastir，征战 2023 赛季。2023 年 8 月，他帮助诺克斯突击队赢得了 NBL1 南部赛区的冠军。
472;科赫-巴尔;Kor Bar;5;0;7;66;78;66;57;74;76;74;57;79;65;60;69;73;71;26;0;0;0;0;0;0;0;5001;2021-22 赛季，巴尔与丹麦球队霍森斯 IC 签约。
473;帕迪特-王;Padiet Wang;1;2;7;85;58;72;71;69;61;56;75;66;71;72;75;66;71;25;0;0;0;0;0;0;0;5001;2022 年 8 月 11 日，帕迪特-王与英国篮球联赛（BBL）的萨里灼热者队签订了一份为期一年的合同。
474;杰克-怀特;Jack White;3;4;7;75;76;63;67;78;59;74;68;74;63;69;70;71;71;26;1;0;0;0;0;0;202200;1057;杰克逊-托马斯-怀特（Jackson Thomas White，1997 年 8 月 5 日出生）是澳大利亚职业篮球运动员，现效力于澳大利亚国家篮球联赛（NBL）墨尔本联队。他曾在杜克大学蓝魔队（Duke Blue Devils）打过大学篮球。
475;乔吉-图尔齐拉泽;Giorgi Turdziladze;5;0;7;69;74;61;65;67;81;70;61;75;66;65;70;72;71;25;0;0;0;0;0;0;0;5001;0
476;尼科斯-罗格卡沃普洛斯;Nikos Rogkavopoulos;3;0;7;77;67;75;70;75;65;61;68;65;75;70;73;67;71;22;0;0;0;0;0;0;0;5001;0
477;埃加尔斯-什克萊;Aigars Šķēle;2;1;7;74;74;76;65;64;71;60;72;69;81;70;74;66;71;30;0;0;0;0;0;0;0;5001;0
478;戴维-克拉默;David Krämer;1;0;7;83;59;80;70;69;55;61;72;60;76;70;76;65;71;26;0;0;0;0;0;0;0;5001;大卫-克雷默（David Krämer，生于 1997 年 1 月 14 日）是一名斯洛伐克籍德国职业篮球运动员，现效力于西班牙 ACB 联赛拉古纳特内里费队。
479;菲利佩-德-安杰斯;Felipe dos Anjos de Paula Gama;5;0;7;67;77;60;61;76;68;76;64;73;66;65;68;73;71;25;0;0;0;0;0;0;0;5001;0
480;奧兰多-门德斯-瓦尔德斯;Orlando Méndez Valdez;5;0;7;61;77;61;67;75;75;75;53;79;63;62;68;73;71;21;0;0;0;0;0;0;0;5001;0
481;泰勒-布里特;Gerson Domingos;1;0;7;78;60;71;76;71;66;72;66;62;73;70;72;69;71;26;0;0;0;0;0;0;0;5001;0
482;赵嘉义;Zhao Jiayi;4;0;8;69;69;66;73;75;76;70;57;69;71;68;70;71;71;25;5;中国;1;0;0;0;201900;3334;赵嘉义（Zhao Jiayi），1999年1月6日出生于黑龙江哈尔滨，中国篮球运动员，场上司职前锋，效力于CBA联赛的青岛国信海天篮球俱乐部。
483;葛森-多明戈斯;Gerson Domingos;1;0;7;73;64;77;69;70;58;62;79;66;79;67;73;69;71;27;0;0;0;0;0;0;0;5001;0
484;朱尼奧尔-马杜特;Junior Madut;2;0;7;76;61;78;61;73;67;69;70;63;78;67;70;70;70;26;0;0;0;0;0;0;0;5001;2023 年 5 月 2 日，马杜特与塔斯马尼亚 跳蚁队签订了一份为期两年的合同。
485;胡安-努涅斯;Juan Nunez;1;0;9;64;73;80;77;73;63;66;64;67;80;66;74;66;70;19;1;0;0;0;0;0;0;3165;胡安-努涅斯-加西亚（Juan Núñez García，出生于 2004 年 6 月 4 日）是一名西班牙职业篮球运动员，现效力于美国国家篮球协会（NBA）圣安东尼奥马刺队。他司职控球后卫。
486;安东尼-本内特;Anthony Bennett;3;4;7;66;72;72;61;75;65;67;73;72;67;62;67;71;70;20;0;0;0;0;0;0;201301;852;安东尼·哈里斯·本内特（英语：Anthony Harris Bennett，1993年3月14日—）为加拿大男子篮球运动员，场上位置为大前锋。他之前为内华达大学拉斯维加斯分校篮球队效力。他在2013年NBA选秀中以第一轮第1顺位被克利夫兰骑士选中，成为首位加拿大籍状元。
487;托希-史密斯-米尔纳;Tohi Smith-Milner;4;0;7;65;78;75;63;68;78;64;59;75;74;64;72;68;70;27;0;0;0;0;0;0;0;5001;0
488;弗兰克-卡明斯基;Frank Kaminsky;5;0;7;60;74;69;76;79;63;74;61;68;66;70;70;71;70;31;9;0;0;0;0;0;201509;534;弗朗西斯-斯坦利-卡明斯基三世（Francis Stanley Kaminsky III，1993 年 4 月 4 日出生）是一名美国职业篮球运动员，曾效力于塞尔维亚篮球联赛（KLS）、ABA 联盟和欧洲联赛的 Partizan Mozzart Bet。他曾在大学篮球队威斯康星州獾队效力。
489;杜桑-里斯蒂奇;Dušan Ristić;5;0;7;66;71;61;64;76;75;67;53;72;62;67;67;70;69;27;0;0;0;0;0;0;0;5001;杜尚-里斯蒂奇（塞尔维亚西里尔文：Душан Ристић,1995 年 11 月 27 日出生）是塞尔维亚职业篮球运动员，效力于 ACB 联赛的联想特内里费岛队。他曾在亚利桑那野猫队打大学篮球。
490;井上宗一郎;Soichiro Inoue;4;0;7;65;70;71;63;76;69;67;65;68;67;65;67;70;69;24;0;0;0;0;0;0;0;5001;井上宗一郎是日本篮球运动员，出生于 1999 年 5 月 7 日。他身高 6'7''，司职大前锋，最近效力于日本 B1 联赛的越谷字母队。井上由舍弗体育经纪公司代理。
491;西田优大;Yudai Nishida;2;0;7;71;73;75;73;65;68;57;73;74;72;72;73;65;69;24;0;0;0;0;0;0;0;5001;西田优大是一名出生于1999年3月13日的篮球运动员。他的身高是六英尺八英寸（2米03/6-8）。他是一名小前锋，最近效力于日本B1联赛的爱信海马队。
492;安德烈斯-格拉祖利斯;Andrejs Gražulis;5;0;7;63;79;63;67;72;77;61;55;79;67;65;71;68;69;21;0;0;0;0;0;0;0;5001;0
493;蒂莫泰-卢瓦乌-卡巴罗;Timothe Luwawu Cabarrot;2;3;8;68;68;71;65;74;63;73;68;66;72;71;68;70;69;27;6;0;0;0;0;0;201624;1227;蒂莫西-卢瓦乌-卡巴罗（法语发音：[timɔte luwawu kabaʁo]；出生于 1995 年 5 月 9 日）是一名法国职业篮球运动员，效力于 ACB 联赛和欧洲联赛的萨斯基-巴斯克尼亚队。在 2016 年 NBA 选秀大会上，他在总第 24 顺位被费城 76 人队选中。
494;西尔万-弗朗西斯科;Sylvain Francisco;1;0;7;70;70;71;68;60;61;65;78;70;69;68;71;67;69;25;0;0;0;0;0;0;0;5001;西尔万·弗朗西斯科（Sylvain Francisco，1997年10月10日出生）是一名法国职业篮球运动员，效力于立陶宛篮球联赛（LKL）和欧洲篮球联赛的扎尔基里斯考纳斯队。他还代表法国国家队参加国际比赛。弗朗西斯科拥有法国和美国双重国籍。
495;乔尔-帕拉;Joel Parra;4;0;7;60;69;62;61;77;78;73;59;70;65;65;63;74;69;23;0;0;0;0;0;0;0;5001;乔尔-帕拉-洛佩斯（Joel Parra López，2000 年 4 月 4 日出生）是一名西班牙职业篮球运动员，现效力于西班牙 ACB 联赛和欧洲联赛的巴塞罗那足球俱乐部。他还曾代表西班牙国家队出战。帕拉身高 6 英尺 8 英寸（2.02 米），既可以打小前锋，也可以打大前锋。
496;扎克-伊迪;Zach Edey;5;0;9;62;72;72;61;73;71;73;55;69;70;56;67;70;69;22;0;0;0;0;0;0;0;1717;周志豪（英语：Zach Edey，直译：扎克·伊迪，/ˈiːdi/，2002年5月14日—），加拿大篮球运动员，司职中锋，母亲为出生于加拿大的华裔。大学时效力于普渡大学锅炉工队，身高2.24 米，为十大联盟迄今身高最高的球员。2023-24连续两年，周志豪凭借在NCAA的表现，横扫包括奈史密斯学院年度最佳球员、约翰·R·伍登年度最佳男子球员在内的全部6项大学篮球年度最佳球员奖。在2024年NBA选秀中，他被孟菲斯灰熊以首轮第9顺位选中。
497;安赫尔-德尔加多;Ángel Delgado;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;28;0;0;0;0;0;0;0;2988;安赫尔-路易斯-德尔加多-阿斯塔西奥（Ángel Luis Delgado Astacio）（1994 年 11 月 20 日出生）是一名多米尼加职业篮球运动员，现效力于 Basketbol Süper Ligi（BSL）的贝西克塔斯队。他曾在大学篮球队塞顿霍尔海盗队效力。德尔加多还参加过多米尼加国家队。
498;AJ-埃杜;AJ Edu;4;5;7;63;77;59;57;80;75;65;65;72;59;58;64;73;69;23;0;0;0;0;0;0;0;5001;0
499;伦茲-阿班多;Rhenz Abando;2;3;7;78;63;70;74;68;66;62;68;63;70;72;71;65;69;25;0;0;0;0;0;0;0;5001;0
500;埃哈布-阿明;Ehab Amin;1;2;7;75;63;68;68;69;64;58;74;63;76;65;70;67;69;28;0;0;0;0;0;0;0;5001;0
501;西蒙尼-冯泰奇奥;Simone Fontecchio;3;0;9;68;69;73;75;73;58;69;67;63;73;67;70;66;69;27;1;0;0;0;0;0;202200;971;0
210;赵睿;Zhao Rui;1;2;9;85;77;89;68;75;67;72;76;72;89;72;86;75;81;28;8;中国;1;3;0;0;201600;2627;赵睿（1996年1月14日—），黑龙江大庆市人，中国大陆男子职业篮球运动员，司职双能卫，目前效力于CBA联盟的新疆飞虎队。
503;周鹏;Zhou Peng;4;3;7;60;73;75;65;73;67;73;65;65;69;63;67;70;69;33;17;0;0;0;0;0;0;337;0
504;莱安德罗-博尔马罗;Leandro Bolmaro;3;2;7;67;62;74;74;70;70;71;62;65;73;70;69;68;69;21;2;0;0;0;0;0;202023;866;0
505;郇斯楠;Sinan Huan;5;0;9;62;72;72;61;73;71;73;55;69;70;56;67;70;69;18;0;0;0;0;0;0;0;5001;郇斯楠（Huan Sinan），男，2007年5月8日出生，中国篮球运动员，司职中锋。
506;王洪泽;Hongze Wang;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;18;0;0;0;0;0;0;0;5001;王洪泽（Wang Hongze），男，2007年6月7日出生，中国篮球运动员，司职中锋，效力于广东宏远篮球俱乐部。
507;刘李;Li Liu;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;18;0;0;0;0;0;0;0;5001;刘李出生于2007年，身高210cm，体重122kg，2020年进入龙岩体育运动学校，师从林新晖教练，2023年入选国青队，中锋。他曾入选国家U16男篮集训队，并获得训练营男子组MVP。在2023年第九届中俄青少年运动会篮球比赛上，刘李面对俄罗斯男篮两战分别得到16分、13分,同年，刘李入选U16男篮亚青赛中国队最终名单。刘李身强体壮，篮下强攻能力出众，有不错的篮板和护框能力，在内线展现出了出色的攻击能力，无论是在低位还是高位，他都能够凭借自己的身高和力量优势得分。
508;罗科-齐卡尔斯基;Rocco Zikarsky;5;0;9;62;72;72;61;73;71;73;55;69;70;56;67;70;69;18;0;0;0;0;0;0;0;3303;罗科·齐卡斯基（Rocco Zikarsky，2006年7月11日出生）是澳大利亚国家篮球协会（NBA）明尼苏达森林狼队的职业篮球运动员。他曾效力于国家篮球联赛（NBL）的布里斯班子弹队。他在2025年NBA选秀第二轮被芝加哥公牛队选中。
509;山姆-弗罗林;Sam Froling;5;4;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;24;0;0;0;0;0;0;0;5001;萨姆森-詹姆斯-弗罗林（Samson James Froling，2000 年 2 月 10 日出生）是澳大利亚职业篮球运动员，现效力于澳大利亚国家篮球联赛（NBL）伊拉瓦拉鹰队（Illawarra Hawks）。他曾在大学篮球队 Creighton Bluejays 打过一个赛季，之后前往澳大利亚打职业篮球。
510;威廉-希基;William Hickey;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;25;0;0;0;0;0;0;0;5001;威廉-希基是一名篮球运动员，出生于 1999 年 1 月 18 日。他的身高为六英尺四英寸（1米94 / 6-4）。他是一名投篮后卫，最近效力于澳大利亚 NBL 联赛的伊拉瓦拉老鹰队。
511;乔丹-亨特;Jordan Hunter;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;27;0;0;0;0;0;0;0;5001;乔丹-迈尔斯-亨特（1997 年 1 月 30 日出生）是澳大利亚职业篮球运动员，现效力于澳大利亚国家篮球联赛（NBL）东南墨尔本凤凰队。他曾在圣玛丽大学（Saint Mary's Gaels）打过大学篮球。
512;山姆-瓦登伯格;Sam Waardenburg;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;0;0;0;0;0;0;0;5001;塞缪尔-瓦登伯格是一名篮球运动员，出生于 1999 年 2 月 21 日。他的身高为六英尺十英寸（2米08 / 6-10）。他是一名中锋，最近效力于澳大利亚 NBL 凯恩斯大班队。
513;布莱斯-德塞特;Brice Dessert;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;0;0;0;0;0;0;0;5001;布莱斯-德塞特是一名篮球运动员，出生于 2003 年 3 月 25 日。他的身高为六英尺十英寸（2米07/6-10）。他是一名中锋，最近效力于法国斯特拉斯堡队 - Betclic Elite。
514;吉恩-马克·潘萨;Jean-Marc Pansa;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;27;0;0;0;0;0;0;0;5001;让-马克-潘萨（Jean-Marc Pansa，生于 1997 年 8 月 20 日）是法国职业篮球运动员，现效力于 LNB Pro A 的 JL Bourg 篮球队。
515;中村拓人;Takuto Nakamura;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;23;0;0;0;0;0;0;0;5001;中村拓人是一名篮球运动员，出生于 2001 年 3 月 3 日。身高一米六一。他是一名控球后卫，最近效力于日本 B1 联赛的广岛蜻蜓队。
516;亚历克斯-柯克;Alex Kirk;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;33;0;0;0;0;0;0;0;5001;亚历克斯-莱恩-柯克（Alex Ryan Kirk，生于 1991 年 11 月 14 日）是一名美国职业篮球运动员，效力于日本乙级联赛的琉球金王队。他曾在新墨西哥大学打大学篮球。
517;马尔西奥-桑托斯;Marcio Santos;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;22;0;0;0;0;0;0;0;5001;马尔西奥-恩里克-达科斯塔-桑托斯（Márcio Henrique da Costa Santos，生于 2002 年 11 月 2 日），又名马尔西奥（Márcio），巴西职业篮球运动员，效力于德国篮球甲级联赛（BBL）乌尔姆拉托法姆队。马尔西奥是一名身高 2.04 米（6 英尺 8 英寸）的中锋。他与弗兰卡队一起赢得了 2023 年国际篮联洲际杯，并成为他们在决赛中的最佳射手。马尔西奥曾三次入选 NBB 全明星。
518;法多斯-艾马克;Fardaws Aimaq;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;25;0;0;0;0;0;0;0;5001;Fardaws Aimaq（1999 年 1 月 6 日出生）是一名加拿大篮球运动员，现效力于 Nemzeti Bajnokság I/A 的 Szolnoki Olajbányász。他曾效力于默瑟熊队、犹他谷狼獾队、德克萨斯理工学院红色突击队和加利福尼亚金熊队。
519;路易斯-桑托斯;Luis Santos;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;29;0;0;0;0;0;0;0;5001;0
520;阿方索-普拉默;Alfonso Plummer;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;0;0;0;0;0;0;0;5001;阿方索-普拉默-托雷斯（Alfonso Plummer Torres，生于 1997 年 9 月 4 日）是波多黎各职业篮球运动员，现效力于波甲乌尔姆队和波多黎各国家队。他曾效力于亚利桑那西部斗牛士队（Arizona Western Matadors）、犹他犹他队（Utah Utes）和伊利诺伊战斗伊利诺伊队（Illinois Fighting Illini）。
521;大-奥迪亚斯;Tai Odiase;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;0;0;0;0;0;0;0;5001;Tai Osazeeonamen Odiase（生于 1995 年 9 月 21 日）是一名美国职业篮球运动员，现效力于 Basketbol Süper Ligi（BSL）和 EuroCup 的 Bahçeşehir Koleji 篮球俱乐部。他身高 2.06 米（6 英尺 9 英寸），司职中锋。在 UIC 打了四年大学篮球后，奥迪亚斯参加了 2018 年 NBA 选秀，但他在选秀两轮中均未被选中。
522;林秉圣;Bing Sheng Lin;1;2;8;69;66;61;75;73;67;65;74;68;66;70;68;71;69;28;0;0;0;0;0;0;202404;5001;林秉圣（1996年12月26日—）为台湾男子篮球运动员，场上位置为得分后卫，现效力于中国男子篮球职业联赛浙江广厦。
523;曾祥钧;Hsiang-Chun Tseng;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;26;0;0;0;0;0;0;0;5001;曾祥钧（1998年8月8日—）是台湾男子篮球运动员，场上主打中锋位置，现效力于B1联赛名古屋战鹰。
524;高柏铠;Brandon Gilbeck;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;0;0;0;0;0;0;0;5001;高柏铠（英语：Brandon Scott Gilbeck，直译：布兰登·史考特·吉尔贝克，1996年12月9日—）为台湾男子篮球运动员，场上位置为中锋，现效力于台湾职业篮球大联盟福尔摩沙梦想家。
525;陈冠全;Kuan-Chuan Chen;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;30;0;0;0;0;0;0;0;5001;陈冠全（1993年12月30日—）为台湾男子篮球运动员，场上位置为中锋，现效力于台湾职业篮球大联盟台北台新战神。
526;渡边伶音;Leon Watanabe;5;4;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;18;0;0;0;0;0;0;0;5001;Leon Watanabe 是一名篮球运动员，出生于 2006 年 4 月 2 日。他的身高为 6 英尺 8（2 米04/6-8）。他是一名中锋/大前锋，最近效力于日本 B2 联赛的福冈日兴队。
527;马伦-加特伦斯;Mareng Gatkuoth;1;0;7;78;63;75;65;60;53;65;75;61;70;61;71;64;68;23;0;0;0;0;0;0;0;5001;马伦-加特库斯（Mareng Gatkuoth）是一名篮球运动员，出生于 1999 年 9 月 10 日。他的身高为六英尺六（1米98/6-6）。他是一名控球后卫，最近曾代表南苏丹队参加筹备工作。
528;川真田纮也;Koya Kawamata;5;0;7;73;71;61;59;69;78;69;50;73;66;63;68;69;68;25;0;0;0;0;0;0;0;5001;川真田纮也（Koya Kawamata）是一名出生于1998年6月16日的篮球运动员。他的身高是六英尺八英寸（2米02 / 6-8）。他是一名中锋，最近效力于日本 B1 联赛的志贺湖星队。
529;齐加-萨马尔;Žiga Samar;1;0;7;83;59;73;59;63;61;66;69;57;73;63;70;64;68;22;0;0;0;0;0;0;0;5001;0
530;阿特尔斯-库鲁茨;Artūrs Kurucs;1;2;7;79;64;68;63;64;52;67;75;63;70;67;70;66;68;23;0;0;0;0;0;0;0;5001;0
531;L-J-菲格罗亚;L. J. Figueroa;3;0;7;64;64;71;62;73;67;71;68;68;71;62;64;70;68;25;0;0;0;0;0;0;0;5001;小莱昂内尔-L.J. 菲格罗亚-梅尔卡多（Figueroa Mercado，出生于 1998 年 3 月 28 日），多米尼加籍美国职业篮球运动员，现效力于德国篮球甲级联赛（BBL）和欧洲杯的乌尔姆拉托法姆队。他曾效力于敖德萨流浪者队（Odessa Wranglers）、圣约翰红色风暴队（St. John's Red Storm）和俄勒冈鸭子队（Oregon Ducks）。
532;何塞-迪米特里-马孔达;Jose Dimitri Maconda;1;2;7;75;60;69;65;69;61;67;73;58;68;64;67;69;68;21;0;0;0;0;0;0;0;5001;0
533;陈潇毅;Xiaoyi Chen;4;3;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;18;0;0;0;0;0;0;0;5001;0
534;傅文昊;Wenhao Fu;4;3;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;18;0;0;0;0;0;0;0;5001;傅文昊（Fu Wenhao），男，2007年3月1日出生，中国篮球运动员，司职前锋。
535;库珀-弗拉格;Cooper Flagg;4;3;10;62;72;72;61;73;71;73;55;69;70;56;66;69;68;18;0;0;0;0;0;0;0;3212;库珀·弗拉格（英语：Cooper Flagg，2006年12月21日—），美国缅因州纽波特人，美国职业篮球运动员，现效力于NBA达拉斯独行侠，原为2025届五星高中生，后跳级成为2024届球员，依旧表现出色，在2024赛季成功入选麦当劳高中全明星赛、Nike篮球峰会、乔丹经典赛等比赛，并在该季获得美国篮球先生、佳得乐高中篮球年度最佳球员、奈史密斯高中篮球年度最佳球员等奖项。
536;拉克兰-欧尔布里希;Lachlan Olbrich;4;5;9;62;72;72;61;73;71;73;55;69;70;56;66;69;68;20;0;0;0;0;0;0;0;3313;Lachlan Olbrich（生于2003年12月30日）是澳大利亚国家篮球协会（NBA）芝加哥公牛队的职业篮球运动员。2022年，他入选NBL1中央全明星五人组，效力于南方虎队。在为加州大学河滨分校在美国打了一个赛季的大学篮球后，他于2023年回到NBL1 Central，帮助西阿德莱德熊队赢得了冠军，同时获得了总决赛MVP和全明星五等荣誉。他加入伊拉瓦拉老鹰队参加2023-24赛季的NBL，然后在2024年新西兰NBL赛季与坎特伯雷公羊队一起赢得了冠军。在公羊队，他被评为总决赛MVP、联盟MVP和全明星五号。
537;马克斯-达令;Max Darling;4;3;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;24;0;0;0;0;0;0;0;5001;麦克斯韦-罗纳尔多-麦肯齐-达林（Maxwell Ronaldo McKenzie Darling）（2000 年 9 月 30 日出生）是一名文森特-新西兰职业篮球运动员，现效力于澳大利亚全国篮球联赛（NBL）新西兰闯入者队。
