Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
541,Daniss Jenkins,23,DET,PG,7,0,3.3,0.4,1.4,.300,0.1,1.0,.143,0.3,0.4,.667,.350,0.0,0.3,.000,0.0,0.3,0.3,0.4,0.0,0.0,0.1,0.3,1.0,,jenkida01
542,Braxton Key,27,GSW,SF,3,0,3.7,0.0,1.3,.000,0.0,0.3,.000,0.0,1.0,.000,.000,1.0,2.0,.500,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.0,,keybr01
543,Bryce McGowens,22,POR,SG,13,0,2.5,0.3,1.1,.286,0.0,0.3,.000,0.3,0.8,.400,.286,0.4,0.5,.833,0.2,0.1,0.2,0.2,0.1,0.0,0.3,0.2,1.0,,mcgowbr01
544,Xavier Tillman Sr.,26,BOS,C,33,2,7.0,0.4,1.6,.245,0.2,1.0,.156,0.2,0.6,.381,.292,0.1,0.1,.750,0.3,1.0,1.3,0.2,0.3,0.2,0.4,0.5,1.0,,tillmxa01
545,Luke Travers,23,CLE,SG,12,0,7.3,0.4,1.7,.250,0.0,0.8,.000,0.4,0.9,.455,.250,0.2,0.2,1.000,0.7,1.0,1.7,0.7,0.1,0.1,0.7,0.5,1.0,,travelu01
546,Isaiah Crawford,23,SAC,SF,15,0,3.1,0.3,0.7,.455,0.1,0.3,.200,0.3,0.4,.667,.500,0.1,0.3,.500,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.9,,crawfis01
547,Justin Minaya,25,POR,SF,19,0,5.3,0.4,1.1,.381,0.1,0.5,.200,0.3,0.6,.545,.429,0.0,0.1,.000,0.3,0.3,0.5,0.4,0.3,0.1,0.3,0.6,0.9,,minayju01
548,Anton Watson,24,NYK,SF,9,0,2.4,0.4,1.0,.444,0.0,0.1,.000,0.4,0.9,.500,.444,0.0,0.0,,0.1,0.2,0.3,0.2,0.1,0.0,0.2,0.3,0.9,,watsoan02
549,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,cartodj01
550,PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,1.000,0.1,0.7,.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,,doziepj01
551,Joe Ingles,37,MIN,SF,19,1,6.0,0.3,1.2,.261,0.2,0.8,.200,0.2,0.4,.375,.326,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,0.8,,inglejo01
552,Harrison Ingram,22,SAS,SF,5,0,7.0,0.4,0.8,.500,0.0,0.2,.000,0.4,0.6,.667,.500,0.0,0.0,,0.4,1.4,1.8,0.6,0.6,0.0,0.2,0.4,0.8,,ingraha01
553,Ulrich Chomche,19,TOR,PF,7,0,4.6,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.1,0.3,.500,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7,,chomcul01
554,James Johnson,37,IND,PF,12,0,3.1,0.3,0.9,.364,0.0,0.3,.000,0.3,0.7,.500,.364,0.0,0.1,.000,0.0,0.5,0.5,0.3,0.0,0.2,0.3,0.4,0.7,,johnsja01
555,Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.4,0.8,.500,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,,robbili01
556,Stanley Umude,25,MIL,SG,22,0,3.9,0.2,1.2,.192,0.1,0.7,.200,0.1,0.5,.182,.250,0.1,0.2,.500,0.2,0.6,0.8,0.2,0.1,0.3,0.1,0.4,0.7,,umudest01
557,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,cuiyo01
558,Tristen Newton,23,2TM,SG,8,0,2.0,0.1,1.0,.125,0.0,0.4,.000,0.1,0.6,.200,.125,0.1,0.1,1.000,0.3,0.3,0.5,0.3,0.1,0.0,0.3,0.5,0.4,,newtotr01
558,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,,newtotr01
558,Tristen Newton,23,MIN,SG,3,0,2.7,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.7,0.0,,newtotr01
559,Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,leonsma01
560,Daishen Nix,22,MIN,PG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,,nixda01
561,Terence Davis,27,SAC,SG,1,0,8.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,daviste02
562,Jesse Edwards,24,MIN,C,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,edwarje01
563,Mac McClung,26,ORL,SG,2,0,5.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1.0,0.0,,mccluma01
564,Jalen McDaniels,27,WAS,SF,4,0,1.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,,mcdanja01
565,Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,minixri01
566,Jahlil Okafor,29,IND,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,okafoja01
567,Zyon Pullin,23,MEM,SG,3,0,1.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,pullizy01
568,Isaiah Stevens,24,MIA,PG,3,0,2.0,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,0.0,,steveis01
569,Terry Taylor,25,SAC,PF,3,0,2.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,,taylote01
,League Average,,,,,,,,,.467,,,.360,,,.545,.543,,,.780,,,,,,,,,,,-9999
